"","p","d","m"
"12252",770,0,12244.6621344829
"12253",770,0,10173.8710528208
"12254",584,1,11211.3653783369
"12255",584,1,10010.6909404764
"12256",666,1,13172.5959214619
"12257",695,0,6687.86877997358
"12258",584,1,8770.51016586101
"12259",770,1,13235.803290151
"12260",584,1,11154.0023923847
"12261",695,1,11757.2881598564
"12262",584,1,9961.34485608094
"12263",584,1,12019.6185427398
"12264",695,1,13509.2737870415
"12265",584,1,13599.4000980513
"12266",695,1,11300.4433421106
"12267",584,0,6966.81827610804
"12268",770,0,10257.0040173276
"12269",695,1,11244.1923147903
"12270",695,1,11923.8630894882
"12271",695,1,13419.6489994416
"12272",584,1,8129.59731076924
"12273",666,1,10418.2244065937
"12274",584,1,13900.3948939434
"12275",584,1,13570.5074540787
"12276",584,1,11145.0194479575
"12277",695,0,10428.8994661445
"12278",695,0,8034.00329762541
"12279",584,1,11073.3642298103
"12280",695,0,6869.27877492509
"12281",770,0,12501.5211754736
"12282",584,1,6955.34740715606
"12283",584,1,12577.2923732024
"12284",770,0,8721.50519122643
"12285",859,0,13802.8845960567
"12286",584,1,9260.75737472423
"12287",584,0,9331.15525078054
"12288",695,1,11237.3102131557
"12289",695,1,13349.2404264502
"12290",584,0,8508.53341354851
"12291",695,0,10656.5548156952
"12292",584,1,14153.564019972
"12293",695,1,9950.89589898873
"12294",770,1,11699.9071556326
"12295",584,1,9719.76400216285
"12296",666,1,9828.81292676199
"12297",695,1,12837.1505178906
"12298",695,0,6245.87785559567
"12299",695,1,11131.2995300554
"12300",695,1,13189.9361524939
"12301",584,1,14185.5043284961
"12302",770,0,11835.5644997399
"12303",584,1,7950.35691938181
"12304",695,1,10005.3147772055
"12305",859,0,12232.622193117
"12306",770,1,12946.8676304627
"12307",695,1,12885.1752864564
"12308",770,0,9506.99043671419
"12309",584,1,11678.9978023506
"12310",584,1,12326.6736191717
"12311",695,0,8751.13000356353
"12312",859,1,13217.397572184
"12313",695,1,10540.2859637442
"12314",584,1,5808.77761609088
"12315",584,1,12807.6296088016
"12316",584,1,13088.6609912204
"12317",584,1,8561.58888712551
"12318",584,1,12739.8566668982
"12319",859,0,9229.82771986573
"12320",695,0,7895.68170210569
"12321",770,0,8035.71877889207
"12322",770,1,16560.0864655066
"12323",695,0,6133.98666096897
"12324",584,1,11515.5838766857
"12325",584,1,14728.4518046498
"12326",584,0,7129.28538442815
"12327",584,1,7438.78886220205
"12328",584,1,8261.94899921796
"12329",584,1,9197.40247789033
"12330",666,1,16970.7854377668
"12331",666,1,11657.524215787
"12332",695,0,9710.68919932217
"12333",770,0,14334.8954122441
"12334",695,1,11947.020419343
"12335",666,1,10292.9040593578
"12336",584,1,12395.8272979874
"12337",584,1,14115.2190830446
"12338",770,0,12695.2526533523
"12339",695,0,6172.59705428078
"12340",584,1,11167.55373253
"12341",666,1,11882.1024314503
"12342",666,1,13309.326535308
"12343",584,1,9047.96862384679
"12344",584,1,12203.4638335038
"12345",666,1,12432.4047230229
"12346",770,0,7097.20545228445
"12347",584,1,9650.8095628976
"12348",695,1,12950.6005991062
"12349",666,1,12841.9746565661
"12350",584,1,13478.0970452762
"12351",695,0,9894.61737365753
"12352",695,1,13737.6875102042
"12353",666,1,10117.3541998764
"12354",859,0,8021.59181233842
"12355",584,1,11692.883357843
"12356",695,1,11841.9198472922
"12357",584,1,7893.09522621387
"12358",584,1,12166.2612832267
"12359",584,1,11345.6975655543
"12360",584,1,9094.95587157477
"12361",584,1,14611.8928552466
"12362",770,0,13345.9458588196
"12363",584,1,10060.3484394198
"12364",695,0,9347.85645303714
"12365",770,0,9227.87623296785
"12366",584,0,8295.97188095205
"12367",584,1,10649.2156178258
"12368",695,0,7570.62981767398
"12369",666,0,7105.06346062711
"12370",695,0,7597.13493676343
"12371",584,1,11557.8030116198
"12372",584,1,8120.98947827123
"12373",584,1,13313.7556247183
"12374",666,0,10011.2612193501
"12375",584,1,10737.031335994
"12376",584,1,12534.3512055206
"12377",695,1,12730.179406532
"12378",695,1,11526.5030622899
"12379",584,1,14105.1410887621
"12380",770,1,10144.7250599285
"12381",666,1,12412.805067558
"12382",584,1,11036.4595194916
"12383",770,0,7374.78509034694
"12384",770,1,17008.7913372425
"12385",584,1,13162.9035181549
"12386",584,1,11257.3814370062
"12387",584,1,13197.3109330568
"12388",584,1,8079.92606505359
"12389",770,0,8962.18312785862
"12390",666,1,10659.2150045334
"12391",770,1,14872.9001136067
"12392",584,1,9877.02554634861
"12393",770,0,8571.19470130459
"12394",695,0,9275.32979937158
"12395",770,0,12101.2264968461
"12396",859,0,9909.73167274977
"12397",689,1,11131.7919732151
"12398",770,1,12843.6191157773
"12399",584,1,11090.6596205093
"12400",666,1,11964.9672808452
"12401",584,1,12430.7394042985
"12402",695,1,11438.0086807484
"12403",695,1,13592.8954020771
"12404",695,0,8582.75378974365
"12405",584,1,12185.7596987893
"12406",695,0,8361.00154702436
"12407",695,0,8621.50523662176
"12408",695,0,10584.5548387022
"12409",666,1,14039.4563660713
"12410",695,0,9081.17157258475
"12411",584,1,10749.8826477808
"12412",695,0,7515.88845091944
"12413",584,1,9665.38735870541
"12414",859,0,12044.775434624
"12415",695,0,7564.45745252148
"12416",770,0,10924.6934968618
"12417",584,1,8556.49583310128
"12418",689,1,12148.4918882675
"12419",584,1,9385.70738477794
"12420",770,0,8538.3330674503
"12421",695,0,9599.29207618498
"12422",695,1,11794.4892057635
"12423",584,1,10767.6984891875
"12424",695,1,10944.301591627
"12425",584,1,11408.387256395
"12426",770,1,14915.8221447845
"12427",584,1,13335.3366392883
"12428",695,0,11549.6190161936
"12429",695,1,14867.9774228221
"12430",695,1,10488.6333797925
"12431",770,0,7662.2956731244
"12432",859,1,14345.353546297
"12433",695,1,13563.0474109225
"12434",695,1,12990.7219147208
"12435",584,1,11524.7528886795
"12436",695,0,5264.77453082906
"12437",695,0,10995.958977231
"12438",584,1,12904.7498517961
"12439",584,1,12819.912053297
"12440",584,0,9070.90882389221
"12441",666,1,14993.6189029468
"12442",584,0,3560.08310896737
"12443",584,1,11261.3408563586
"12444",584,0,7060.71968653679
"12445",695,1,9498.72621253606
"12446",689,1,11221.3286630285
"12447",584,1,14756.9945081183
"12448",584,1,8517.17140663294
"12449",584,1,12904.7536055102
"12450",666,1,13898.215503879
"12451",584,1,14589.3218626437
"12452",695,0,10646.7216433933
"12453",695,0,8080.16068070386
"12454",666,0,9235.86651066067
"12455",770,0,8414.65259907997
"12456",584,1,11527.1929652619
"12457",689,0,7634.27507551251
"12458",695,1,12623.533753986
"12459",666,1,10413.8005856453
"12460",666,1,12323.580713965
"12461",859,0,10842.8399722952
"12462",584,1,11922.4542523941
"12463",666,0,11162.9368196316
"12464",770,0,8209.19101151266
"12465",770,0,11922.2736674519
"12466",666,1,9514.90993959495
"12467",584,1,13919.9495350644
"12468",695,0,10257.606990011
"12469",584,1,12766.1741557305
"12470",770,0,10485.2946946183
"12471",584,1,9792.61902609343
"12472",695,1,11622.2912626135
"12473",584,1,14797.8718833546
"12474",695,1,12683.4712226434
"12475",666,1,13046.2268835521
"12476",584,1,10813.201986233
"12477",695,0,9716.8541149865
"12478",584,1,12473.6915529682
"12479",695,1,12924.3970052597
"12480",584,1,10930.9300086075
"12481",770,0,7411.66526578101
"12482",859,0,11915.1476241223
"12483",584,1,10371.929851831
"12484",584,1,7840.33446677454
"12485",666,1,13810.0077866005
"12486",770,0,11681.3672509028
"12487",584,1,12335.5861367368
"12488",666,1,15174.6804418065
"12489",770,1,11575.68094765
"12490",695,1,10528.9714979504
"12491",584,0,7344.99451422878
"12492",584,1,13147.8134275845
"12493",584,1,13469.3057943727
"12494",584,1,12125.4948293595
"12495",695,0,10274.7303077507
"12496",584,1,9064.02315241428
"12497",695,0,11881.1917104379
"12498",695,1,10007.4086002807
"12499",584,1,11891.8200410609
"12500",695,1,10848.8044332084
"12501",584,1,9804.12081058524
"12502",859,0,7831.21549632518
"12503",584,1,10792.9892925488
"12504",584,0,9674.17650624939
"12505",770,0,8623.97137735256
"12506",666,0,11520.6551366116
"12507",666,0,8800.51993747325
"12508",695,1,11022.6802178053
"12509",770,1,13842.4458314361
"12510",584,1,12861.4159396473
"12511",584,1,9548.2477577771
"12512",695,1,13653.3768495276
"12513",695,1,12341.9679897934
"12514",695,1,11819.7119167565
"12515",770,0,7550.47194280393
"12516",689,0,8956.89272911683
"12517",695,0,5902.78086682899
"12518",859,0,8470.47152430021
"12519",695,0,9350.30823420409
"12520",584,1,11373.2083400602
"12521",770,1,13706.1239477869
"12522",584,1,10674.5188270066
"12523",584,1,8680.27282841736
"12524",695,0,11428.5981763421
"12525",695,1,14255.5390133437
"12526",859,0,10037.6976810543
"12527",584,1,10530.1340902692
"12528",584,1,12397.1469003256
"12529",695,1,11056.0259051557
"12530",666,1,11245.0233445822
"12531",584,1,10448.8971196737
"12532",584,1,8489.06556957184
"12533",584,1,11926.0945346892
"12534",584,1,13561.491409366
"12535",584,1,12285.8800981313
"12536",584,1,11334.3559053481
"12537",695,0,7791.18279682617
"12538",666,0,10100.1926090246
"12539",584,1,7985.78274227265
"12540",695,1,14578.275286114
"12541",859,1,13839.0369810908
"12542",695,0,10124.0052360989
"12543",689,1,12805.3818490159
"12544",695,0,9895.72772310553
"12545",666,0,5807.03090647303
"12546",584,1,11746.8598396493
"12547",584,1,11082.2805390856
"12548",770,0,12010.3916066899
"12549",584,1,9219.2732699752
"12550",584,1,10164.8592325185
"12551",695,1,13218.0047468729
"12552",666,1,10903.7069696468
"12553",695,1,12019.5049940106
"12554",584,1,12202.8633427957
"12555",584,1,12183.8816807584
"12556",584,1,11610.2398297948
"12557",770,0,7488.0188804121
"12558",859,1,13974.245947913
"12559",584,1,10763.5237232213
"12560",695,1,14415.6949764748
"12561",584,1,13479.4852715743
"12562",584,1,12799.0439594341
"12563",584,1,10777.6808805643
"12564",584,1,12914.5368901841
"12565",695,1,9814.96585790446
"12566",770,1,14047.9456084826
"12567",695,1,11855.4162863946
"12568",770,1,11567.9339141155
"12569",584,1,14543.114116126
"12570",584,1,11165.3469112564
"12571",584,1,10068.6028121271
"12572",584,1,9981.38453148287
"12573",689,0,8846.9678955477
"12574",584,1,13182.6187980622
"12575",695,1,11638.5729495337
"12576",695,1,12308.571992978
"12577",584,1,9201.47220155056
"12578",584,1,10100.0125425465
"12579",584,1,13805.553965467
"12580",666,1,10733.5853987724
"12581",584,1,12678.6380451267
"12582",770,0,8095.20929817751
"12583",666,1,13496.6587092851
"12584",584,1,11551.8005891723
"12585",770,0,8151.69775051077
"12586",695,1,14809.3912449001
"12587",584,1,9141.66753319674
"12588",770,0,8541.11053045364
"12589",695,0,9332.02864472483
"12590",584,1,9437.31526366942
"12591",695,1,8314.50961367728
"12592",666,1,15374.6656164771
"12593",584,1,14391.3678978802
"12594",584,1,14390.7354119567
"12595",584,1,10245.3899235769
"12596",770,0,14024.3870343221
"12597",695,0,12230.7284910835
"12598",770,0,5429.40140432315
"12599",859,0,12905.2395800221
"12600",859,0,10848.6099315965
"12601",695,1,13985.1306561387
"12602",695,0,9663.76239141851
"12603",666,1,13711.5891512475
"12604",584,1,14796.7010357038
"12605",770,0,12350.4616150011
"12606",584,1,10062.7377469043
"12607",695,0,8455.99728669915
"12608",770,0,9690.44078378874
"12609",584,1,11529.3168240917
"12610",584,1,11354.5037589708
"12611",584,1,12034.3599646527
"12612",584,1,7836.96946052586
"12613",584,1,7735.16780953555
"12614",666,0,7423.01814521478
"12615",666,0,10190.2930636491
"12616",584,1,6528.39179113494
"12617",770,0,9450.3488136036
"12618",584,0,9607.65557227257
"12619",584,1,11865.9767837932
"12620",584,1,10528.9237815943
"12621",584,0,7636.05387902854
"12622",695,0,9385.30546915262
"12623",584,1,13459.2039030463
"12624",770,1,11074.9998567687
"12625",666,1,10662.9163812017
"12626",666,1,14408.2683991336
"12627",584,1,15241.5974770789
"12628",695,1,8031.8087288815
"12629",584,1,8535.64139660642
"12630",695,0,9231.31138430707
"12631",584,1,15087.9017007444
"12632",584,1,11112.0541155483
"12633",666,1,11420.5402676699
"12634",584,1,12815.8042776655
"12635",770,0,11755.4778402489
"12636",770,1,13810.2558771525
"12637",695,0,9160.96723277067
"12638",584,1,11195.454597728
"12639",695,1,11713.2349976045
"12640",770,0,8173.80441243115
"12641",770,1,15590.8537228395
"12642",695,0,7671.09269826824
"12643",666,0,10011.2676386413
"12644",695,1,9833.70491219141
"12645",695,0,7648.64326488659
"12646",584,1,14242.0255036422
"12647",584,1,12361.3546770313
"12648",695,1,11532.7660222241
"12649",695,1,11191.0218052979
"12650",584,1,13841.4512250004
"12651",584,1,5940.30959601138
"12652",770,1,13643.5493812147
"12653",695,1,13016.6646018863
"12654",584,1,13688.9785019591
"12655",666,1,7124.20346634884
"12656",584,1,8361.98449069068
"12657",584,1,12956.881607177
"12658",770,0,7151.70447867216
"12659",695,1,9768.66935186458
"12660",584,1,8214.04407220827
"12661",666,0,10636.9353551198
"12662",584,1,13159.788263758
"12663",695,1,11883.5255778184
"12664",770,1,9760.05146862151
"12665",584,1,7283.20408799792
"12666",584,1,15003.8375640288
"12667",584,1,10228.0307417137
"12668",695,0,10511.0628740685
"12669",584,1,12477.5364386145
"12670",695,1,15440.8460329032
"12671",584,1,15035.1838896264
"12672",695,1,13626.6950663728
"12673",584,1,10042.2104146534
"12674",584,1,9587.16999422914
"12675",770,0,10896.4884488571
"12676",689,0,10664.3224284393
"12677",695,1,9864.18214875007
"12678",584,1,13463.1918248083
"12679",584,1,6517.08909191445
"12680",695,0,8822.35995234454
"12681",666,1,10849.9984085492
"12682",584,1,9462.92850269691
"12683",584,1,9153.28294289454
"12684",584,0,8332.95576133857
"12685",584,1,12705.8061086282
"12686",584,0,7984.09140920414
"12687",695,1,14965.3018200276
"12688",584,1,10643.6148971137
"12689",584,1,12526.0819816552
"12690",584,0,7691.28087633378
"12691",695,1,12154.6164731982
"12692",770,1,13579.3825019277
"12693",695,0,7971.86954820933
"12694",584,1,11388.4804019881
"12695",584,1,11158.2051591026
"12696",584,1,8673.91015385399
"12697",584,1,11513.8937477113
"12698",584,1,11984.6205695449
"12699",666,1,12135.5144975854
"12700",584,1,10732.5501742715
"12701",584,1,10483.2417468794
"12702",695,1,13447.6006725039
"12703",584,1,10425.0396889635
"12704",666,1,8808.2595794505
"12705",770,0,11957.1285890168
"12706",695,0,7594.00079619676
"12707",584,1,12858.8150848619
"12708",584,1,9794.06523130733
"12709",584,1,9276.01623943577
"12710",584,1,12810.9357567521
"12711",584,1,11765.127744247
"12712",584,1,7903.23622452272
"12713",770,1,12466.2636308783
"12714",695,1,10147.941665746
"12715",584,1,11033.4282059941
"12716",859,0,12173.4031914481
"12717",689,1,8946.28267561267
"12718",584,1,13220.0476496015
"12719",695,0,11252.1112671291
"12720",695,1,14360.7309803647
"12721",584,1,13165.4096258186
"12722",695,0,11437.0231378837
"12723",666,1,12038.1714054679
"12724",695,0,9067.72081492705
"12725",584,1,12441.5051298452
"12726",584,1,10313.9149775218
"12727",859,0,9451.60449112509
"12728",584,1,12666.4094162816
"12729",584,1,7185.30375108961
"12730",584,1,10585.8094073468
"12731",584,1,11143.6637570204
"12732",859,0,7110.4762348626
"12733",695,1,10168.3046282023
"12734",584,1,11676.834786921
"12735",584,1,12188.281939402
"12736",584,1,8079.08781646854
"12737",584,1,8206.12053427942
"12738",770,0,6995.65282445462
"12739",584,1,11189.9245259713
"12740",859,0,11725.7665677136
"12741",666,1,12496.3042745319
"12742",584,1,12234.5455227464
"12743",770,1,10978.7647509153
"12744",584,1,14931.794223549
"12745",695,0,7585.93594414503
"12746",695,0,9379.44479052864
"12747",695,1,14336.3356427259
"12748",584,1,7051.77983583231
"12749",584,1,11404.6188086463
"12750",689,0,10299.8685320311
"12751",770,0,8747.74866215671
"12752",770,0,9917.89679774355
"12753",695,0,9770.34050590506
"12754",584,1,14586.5398577105
"12755",584,1,12048.651213599
"12756",695,1,9915.29738493627
"12757",584,1,6373.37295962641
"12758",695,0,10808.4787247255
"12759",584,1,9001.03730699692
"12760",859,0,8726.02526028643
"12761",770,1,13719.4164344604
"12762",770,0,11130.3651442982
"12763",584,1,8804.39594409389
"12764",666,0,8784.03799406899
"12765",695,1,12114.7882119578
"12766",584,1,10184.5682990549
"12767",584,1,10573.8343559795
"12768",695,1,10278.3912039362
"12769",695,0,8857.99898765696
"12770",695,1,11895.7580540411
"12771",770,0,7537.40149500153
"12772",584,1,6740.87788841959
"12773",689,0,11242.1680933944
"12774",666,1,11402.8572478501
"12775",695,1,8992.78109332836
"12776",770,1,14370.0763395024
"12777",584,1,10658.3950146069
"12778",689,1,11063.5658385502
"12779",584,1,10992.1171436535
"12780",584,1,11635.7456915138
"12781",584,1,9220.8003334017
"12782",695,1,12384.6908712773
"12783",584,1,12156.5605517988
"12784",584,0,7777.35380450574
"12785",584,0,9025.32463706029
"12786",584,1,11713.5560317159
"12787",584,1,9603.53412547497
"12788",584,1,8489.79445137505
"12789",666,0,11057.5707431118
"12790",584,1,11000.371018824
"12791",584,1,9458.76320338073
"12792",859,1,14838.3804687226
"12793",770,1,13037.6200219897
"12794",666,1,14847.4916361705
"12795",666,1,14725.4361813931
"12796",859,0,6908.48826932347
"12797",695,1,13589.1021169208
"12798",666,1,13492.4902020031
"12799",695,1,13190.6732845399
"12800",695,1,13415.4415996108
"12801",859,0,8475.39969882209
"12802",695,0,7107.39774471523
"12803",859,0,10487.1025937598
"12804",770,0,8917.0948102555
"12805",666,0,12103.2272693886
"12806",584,1,15484.1571111416
"12807",584,1,9573.25095190306
"12808",770,0,10785.3654693907
"12809",770,0,11161.6823768252
"12810",770,0,10460.7612231699
"12811",584,1,10639.073965636
"12812",584,1,11361.7792762393
"12813",859,0,5819.35754317044
"12814",859,0,7772.57274273713
"12815",584,1,7704.56335508492
"12816",770,0,8286.97121227031
"12817",584,1,10689.0822066751
"12818",584,1,12001.0528195925
"12819",584,1,11611.7112097737
"12820",666,0,4474.34442072122
"12821",695,1,14412.3211788051
"12822",584,1,12867.6189619914
"12823",770,1,11107.5894986333
"12824",859,0,11811.4892399626
"12825",584,0,6409.34895324434
"12826",584,1,12180.7808028673
"12827",666,1,14169.8414851643
"12828",770,0,9465.41840268154
"12829",666,1,13213.2424920219
"12830",584,1,14664.7444516623
"12831",695,0,8967.88588647486
"12832",770,0,9951.72390459453
"12833",584,1,8225.03448099174
"12834",695,1,10014.8837779435
"12835",770,1,11499.018561864
"12836",584,1,10388.3063769378
"12837",666,0,5289.59613563762
"12838",695,1,12016.4443194026
"12839",695,0,9427.96549371095
"12840",584,1,12474.7888357946
"12841",770,1,11726.2646757746
"12842",695,1,11096.6166743009
"12843",584,1,8734.61474521665
"12844",695,1,14784.6117053371
"12845",584,0,8283.18832310418
"12846",695,1,11829.0139831883
"12847",584,1,10107.6384516194
"12848",584,1,10243.6591353504
"12849",584,1,14320.5137799986
"12850",695,1,9214.17620043744
"12851",770,1,11766.0566591315
"12852",695,1,10042.2810885746
"12853",689,0,8165.64397966816
"12854",584,1,10997.6607024974
"12855",584,1,13118.1612182703
"12856",695,1,10937.0597394597
"12857",584,1,16212.19089694
"12858",695,1,16350.7520940358
"12859",770,0,9144.35332781155
"12860",770,1,14539.5103840547
"12861",584,1,11865.3366753412
"12862",695,1,12665.4000711749
"12863",584,1,7484.76209266736
"12864",584,1,11480.3981756167
"12865",584,1,14167.9971960027
"12866",695,0,9420.84502877481
"12867",695,0,9937.97202019372
"12868",584,1,13604.5082330166
"12869",695,0,7553.92183568719
"12870",859,1,13677.854208095
"12871",770,1,13094.3339166838
"12872",666,1,9394.16048216857
"12873",695,0,11158.2354335474
"12874",584,1,15800.1707785264
"12875",770,1,11519.5863046142
"12876",695,1,11368.4504635585
"12877",584,1,10171.6962240019
"12878",695,0,8797.68308268028
"12879",584,1,13551.0405576415
"12880",584,1,11848.5501150132
"12881",584,1,11688.5436433592
"12882",695,1,10730.0471464887
"12883",584,1,8249.11019005811
"12884",584,1,12069.6728955419
"12885",695,0,4083.69193890919
"12886",584,1,11988.8072963778
"12887",584,1,9764.76056674524
"12888",770,0,10218.4290748787
"12889",689,1,12353.0303770389
"12890",859,0,12877.4373109629
"12891",584,0,6179.93769134141
"12892",584,1,8662.35624167146
"12893",770,1,13953.6568428676
"12894",695,0,7890.18246364892
"12895",695,1,12380.6652988079
"12896",584,0,7626.33540902874
"12897",859,0,10331.2177308914
"12898",695,1,10798.8263313926
"12899",695,0,7585.82555847057
"12900",695,0,11047.9411977434
"12901",695,1,10208.8615184808
"12902",859,0,11471.0462409738
"12903",666,1,11433.5411578438
"12904",584,1,16031.249164085
"12905",695,1,12557.6477500629
"12906",584,1,12677.4055958406
"12907",584,1,12800.2439234533
"12908",584,1,8241.95633478029
"12909",770,0,7299.83550572775
"12910",695,1,12679.5520651248
"12911",695,1,8557.59705568455
"12912",695,0,7308.42362330528
"12913",859,0,13602.1727042169
"12914",695,1,10741.2674244099
"12915",584,1,9887.49169026818
"12916",695,1,9951.05313256624
"12917",584,1,11885.582725382
"12918",666,0,9114.38447813989
"12919",770,0,10746.7185361947
"12920",584,0,6279.19739523439
"12921",695,1,12797.4925628839
"12922",695,1,10759.5488476216
"12923",584,1,10179.8233281454
"12924",584,1,9033.66966179847
"12925",584,1,10865.9908023228
"12926",859,0,9433.2580046795
"12927",770,0,6287.74295224811
"12928",666,1,11746.4136185005
"12929",584,1,7735.51013761074
"12930",584,1,12504.032841254
"12931",584,1,9124.39157891018
"12932",584,1,9007.29975537294
"12933",584,1,10508.7423053522
"12934",695,1,9315.10093521235
"12935",695,1,12585.5276014879
"12936",584,1,9043.52074901626
"12937",584,0,8621.14509399426
"12938",584,1,8133.38702662348
"12939",770,0,11228.8779757428
"12940",584,1,10725.8487182514
"12941",859,0,8232.41813841415
"12942",695,1,11249.4720510245
"12943",770,0,7253.85968460255
"12944",584,1,13142.6808527204
"12945",695,0,7647.28234631027
"12946",695,0,10995.5243763061
"12947",695,1,15375.4837348493
"12948",584,1,9060.19622620469
"12949",695,0,11942.51008021
"12950",584,1,10862.0760364502
"12951",584,1,9443.93439226114
"12952",584,1,9591.54150638672
"12953",695,1,11869.4870756911
"12954",666,1,12383.6390899242
"12955",584,1,7411.44132843772
"12956",770,1,14559.7944172287
"12957",666,1,11836.0191766164
"12958",770,0,11553.8657099888
"12959",695,1,8615.13601976046
"12960",695,0,8473.29468795953
"12961",666,0,11937.8779935814
"12962",584,1,9603.2757820098
"12963",695,0,9272.48557798507
"12964",584,1,9723.07102558689
"12965",695,0,11710.2556693867
"12966",770,0,11445.4259615227
"12967",695,0,6610.32523363043
"12968",695,1,10658.8565383348
"12969",695,0,9094.17752056227
"12970",584,1,11692.1511939977
"12971",584,0,10365.3211214914
"12972",584,1,8238.50690364352
"12973",584,1,7311.67472615422
"12974",584,1,8788.59745888867
"12975",666,0,7654.58524636006
"12976",859,1,10387.1208615453
"12977",666,0,9826.34737736435
"12978",859,0,10614.2255554931
"12979",666,0,8118.65183210418
"12980",584,0,8107.17736979179
"12981",584,1,14011.4655773305
"12982",666,1,11072.1780285925
"12983",695,1,10852.239084666
"12984",584,1,9533.44811456791
"12985",695,1,11897.4769053217
"12986",584,1,13069.0458946613
"12987",584,1,6556.85533976489
"12988",695,0,7002.76380771472
"12989",584,1,9425.53959016114
"12990",695,1,9928.25259917927
"12991",584,1,12057.3300894368
"12992",770,0,7714.13484490579
"12993",695,0,10436.9532872053
"12994",584,1,11219.6494268272
"12995",584,1,12404.9780527448
"12996",584,1,12469.1174467805
"12997",695,1,12192.8795972727
"12998",584,1,13460.1581460911
"12999",584,1,12061.0191774984
"13000",584,1,9681.94109590977
"13001",584,1,13876.11655929
"13002",695,0,5313.67761086676
"13003",584,1,12253.4758141926
"13004",770,1,15220.0024778604
"13005",584,1,12348.4433615314
"13006",584,1,13770.2621623907
"13007",770,1,12795.9261209124
"13008",695,1,10038.067962818
"13009",695,0,10175.1978869552
"13010",695,1,11742.4890587661
"13011",859,0,12335.7766532001
"13012",584,0,8279.11157645435
"13013",666,0,7985.46163088596
"13014",584,0,9904.64244921722
"13015",770,0,8873.68662142978
"13016",695,1,17927.4949723172
"13017",695,0,9222.83450583958
"13018",584,1,12430.3502454573
"13019",666,0,9345.40675295828
"13020",695,1,12133.2685319721
"13021",695,1,11264.4118403734
"13022",695,0,9769.56094380339
"13023",695,1,15546.8313603396
"13024",584,1,11731.3535637433
"13025",584,1,10425.8085629561
"13026",666,0,11811.6436044974
"13027",584,1,13584.5859154583
"13028",584,1,15285.2336417328
"13029",584,1,14013.2560766875
"13030",695,1,10273.2458131662
"13031",584,1,10161.3427187921
"13032",666,1,8794.4628366027
"13033",770,0,9591.9582795435
"13034",666,1,12243.0571209461
"13035",584,1,11397.9903189362
"13036",666,1,13564.663511163
"13037",584,1,6946.67624893313
"13038",584,1,8446.08450198765
"13039",695,1,11893.445299414
"13040",584,1,12548.8272791319
"13041",695,1,12376.2777832434
"13042",584,1,12626.9479323405
"13043",584,1,13474.7173324345
"13044",584,1,7723.46321507714
"13045",695,0,10256.4915712924
"13046",584,1,14397.899935589
"13047",770,0,5709.13881597672
"13048",695,1,12371.9691698376
"13049",695,0,6995.47041444569
"13050",695,1,11155.7053543983
"13051",695,0,6518.39766084967
"13052",695,0,7653.01637274477
"13053",584,1,8443.45847425551
"13054",695,0,9609.14378450339
"13055",584,1,9445.96937164239
"13056",695,1,12271.4912788249
"13057",584,1,13430.5393107089
"13058",689,1,12414.5959309705
"13059",770,1,15885.8685553317
"13060",770,0,9421.47914751751
"13061",666,1,14493.0972257312
"13062",584,1,11484.1336129146
"13063",695,0,8609.47391664214
"13064",584,1,13765.4505701588
"13065",770,1,16201.5246041577
"13066",584,1,12928.2577852399
"13067",584,1,16474.6119225652
"13068",695,1,10542.4701501717
"13069",584,1,11915.9234512096
"13070",584,1,12644.1772041402
"13071",584,1,11746.818661974
"13072",584,1,12301.8893352396
"13073",584,1,8614.06676610301
"13074",584,1,11378.2645280016
"13075",695,0,8706.66250515178
"13076",584,0,7514.47058165496
"13077",584,0,7736.83621981388
"13078",666,1,13310.9003559936
"13079",584,1,13002.3974151777
"13080",584,1,10352.7857049998
"13081",666,0,8877.84072207096
"13082",859,0,12984.0830259743
"13083",584,1,13264.7996309537
"13084",770,0,11077.3487678435
"13085",695,0,6788.50286143538
"13086",770,1,12296.8879385
"13087",695,1,14696.5656870562
"13088",666,0,9702.21227370898
"13089",584,1,11261.9755832548
"13090",584,1,10061.7388660924
"13091",770,1,15359.5830970095
"13092",584,1,13236.2293414932
"13093",695,1,10086.0288545684
"13094",666,0,8182.7661067197
"13095",695,0,8231.81831425288
"13096",770,0,11259.9468161822
"13097",695,0,12073.2346016327
"13098",695,1,11193.6479354366
"13099",584,1,10593.315681961
"13100",584,1,11616.7561836411
"13101",689,1,11536.6954355469
"13102",859,0,11161.4274676483
"13103",695,1,11667.3704373252
"13104",770,1,10400.0623711936
"13105",695,1,12046.3753238958
"13106",770,0,10401.2381286721
"13107",695,0,12670.8194445447
"13108",695,1,9083.37789043061
"13109",666,1,11604.3657235956
"13110",770,0,9195.72623393481
"13111",584,1,8462.76946861075
"13112",584,1,10629.8968674139
"13113",584,1,12710.5727557268
"13114",584,1,10163.6520737209
"13115",695,1,10360.5966527508
"13116",695,1,15211.9675271081
"13117",859,1,11370.8307315515
"13118",695,0,8996.78043086177
"13119",666,0,6516.93343410598
"13120",584,1,11474.9862908168
"13121",584,1,7622.54063700205
"13122",584,1,13002.3685337363
"13123",584,1,8630.89367769811
"13124",584,1,13272.823759982
"13125",584,1,8644.3175074669
"13126",695,1,13094.4355870177
"13127",584,1,12340.9455820867
"13128",584,1,11539.2644717298
"13129",770,1,12955.8119190028
